web-scraper-order,web-scraper-start-url,link,link-href,Harga,Lokasi,Kecamatan,KamarTidur,KamarMandi,Luas Tanah(m²),Luas Bangunan(m²),Nama Perumahan,Sertifikat_,Daya Listrik (Watt),Jumlah Lantai,Carport,Garasi,Interior,Orientasi Bangunan,AC,Kolam Renang,TV Kabel,Internet,Keamanan 24 jam,Dekat Jalan Raya,Masuk Mobil,Dekat Kawasan Bisnis,Dekat Stasiun,Dekat Rumah Sakit,Bebas Banjir,Taman,Jogging Track,Pusat Kebugaran,Akses Jalan Tol,Pusat Bisnis,Dekat Pusat Perbelanjaan,Dekat Sekolah,Dekat Tempat Ibadah,Kids Playground
1713200325-1019,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Rumah Murah Uniqo Cluster 2Lt Dekat Stasiun Rawabuntu,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003730783,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,2.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200328-1020,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Rumah 500 Jutaan 2Lt di Kawasan BSD Uniqo Cluster,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003730858,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,2.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200339-1021,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Dijual Rumah Cluster New Serpong Estate,https://www.99.co/id/properti/rumah-dijual-1mily-serpong-1003730812,1850000000,"Serpong, Tangerang Selatan",4,2,2,130,100,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713200342-1022,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Cluster 500 Jutaan di Serpong Uniqo Cluster Dekat Tol JORR 2,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003730916,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200353-1023,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Rumah 500 Jutaan di Serpong Dekat Taman Tekno BSD,https://www.99.co/id/properti/rumah-dijual-599jt-ciputat-1003730995,599000000,"Uniqo Cluster Serpong, Ciputat, Tangerang Selatan",0,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200363-1024,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,"Rumah Terbaik dan Termurah di Serpong, 500 Jutaan",https://www.99.co/id/properti/rumah-dijual-500jt-serpong-1003731046,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200373-1025,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Hunian di Serpong Selangkah ke Taman Tekno BSD,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003731081,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200377-1026,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003731138,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200387-1027,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Rumah Strategis dekat St. Rawa Buntu di BSD Serpong,https://www.99.co/id/properti/rumah-dijual-871jt-serpong-utara-1003731363,871000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200391-1028,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,"Rumah Asri DP 0%, Siap Huni di Serpong Tangerang Selatan",https://www.99.co/id/properti/rumah-dijual-720jt-pamulang-1003731448,720000000,"Pamulang, Tangerang Selatan",2,2,1,98,42,,0,1300.0,1,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200402-1029,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,"Rumah Murah 2 Lantai Kawasan BSD, Uniqo Cluster Serpong",https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003731459,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200412-1030,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,"Cluster Asri Bebas Banjir, Tanpa DP di Serpong Tangerang Selatan",https://www.99.co/id/properti/rumah-dijual-515jt-pamulang-1003731520,515000000,"Hafuza Residence One, Pamulang, Tangerang Selatan",2,2,1,62,39,Hafuza Residence One,0,1300.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200418-1031,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Rumah 500 Jutaan 2Lt di Kawasan BSD Uniqo Cluster,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003731588,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200424-1032,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,"Cluster Asri di Bintaro, dekat St. Jurang Mangu, FREE DP",https://www.99.co/id/properti/rumah-dijual-736jt-ciputat-1003731606,736000000,"Ciputat, Tangerang Selatan",0,2,1,63,34,,0,1300.0,1,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200428-1033,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Green Orchid Residence Cluster Mewah Tanpa DP di BSD,https://www.99.co/id/properti/rumah-dijual-954jt-serpong-utara-1003731269,954000000,"Green Orchid Residence Extension, Serpong Utara, Tangerang Selatan",5,3,2,60,55,Green Orchid Residence Extension,0,2200.0,2,1.0,1.0,2,,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200434-1034,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Cluster 500 Jutaan di Serpong Uniqo Cluster Dekat Tol JORR 2,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003731663,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200437-1035,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,"Dijual Rumah Cantik dengan Pool di Griya Loka Sektor 1.3, BSD City",https://www.99.co/id/properti/rumah-dijual-5mily-serpong-1003732057,5500000000,"Serpong, Tangerang Selatan",4,8,8,240,400,,0,2200.0,3,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713200448-1036,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Rumah Dalam Perumahan Area Bojongsari 10 Menit Tol Pamulang,https://www.99.co/id/properti/rumah-dijual-590jt-pamulang-1003732239,590000000,"Pamulang, Tangerang Selatan",2,3,1,75,60,,0,1300.0,1,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200459-1037,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,"The Gramercy Type Alca, Cluster Termewah di Alam Sutera, Bisa KPR cicil dp 15x !!!",https://www.99.co/id/properti/rumah-dijual-14mily-serpong-utara-1003668057,1430000000,"Serpong Utara, Tangerang Selatan",5,4,5,312,398,,1,16500.0,2,2.0,2.0,1,,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200470-1038,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=75,Rumah Murah 10 Menit Dekat Tol BSD,https://www.99.co/id/properti/rumah-dijual-1mily-serpong-utara-1003730381,1500000000,"Serpong Utara, Tangerang Selatan",5,6,4,135,250,,0,1300.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1713280190-21,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Rumah Murah Dekat Kawasan Bisnis Di Serpong,https://www.99.co/id/properti/1004058670,600000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713280201-22,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Dijual Rumah Hunian Asri Desain Classic Modern Nempel Bintaro Sektor 9,https://www.99.co/id/properti/1004059975,2000000000,"Pondok Aren, Tangerang Selatan",3,3,3,72,123,,0,5500.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280212-23,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Uniqo Cluster Serpong Hunian Minimalis Kawasan Serpong BSD 2 Lantai Unit Terbatas!,https://www.99.co/id/properti/1004060034,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713280222-24,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Uniqo Cluster Serpong Hunian Minimalis di Serpong BSD Unit Terbatas 2 Lantai!,https://www.99.co/id/properti/1004060068,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1713280226-25,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Rumah Mewah Lokasi Strategis Di Serpong,https://www.99.co/id/properti/1004060115,600000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713280236-26,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Hunian Minimalis di Serpong BSD Uniqo Cluster Serpong 2 Lantai Unit Terbatas!,https://www.99.co/id/properti/1004060135,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713280246-27,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Hunian Minimalis di Serpong BSD Uniqo Cluster Serpong 2 Lantai Unit Terbatas!,https://www.99.co/id/properti/1004060173,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713280254-28,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Hunian Minimalis di Serpong BSD Uniqo Cluster Serpong 2 Lantai Unit Terbatas!,https://www.99.co/id/properti/1004060201,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713280265-29,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Rumah bagus murah di Jombang Bintaro,https://www.99.co/id/properti/rumah-dijual-1mily-ciputat-661144072,1450000000,"Akasia Serenity, Ciputat, Tangerang Selatan",0,2,2,74,63,Akasia Serenity,0,4500.0,2,1.0,0.0,2,,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1713280276-30,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Uniqo Cluster Serpong Hunian Minimalis di Serpong BSD 2 Lantai Unit Terbatas!,https://www.99.co/id/properti/1004060399,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713280280-31,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Rumah 500 Jutaan Dekat Mall Paradise Walk Serpong,https://www.99.co/id/properti/1004060445,599000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280291-32,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Rumah bagus siap huni dalam cluster Bintaro Jaya,https://www.99.co/id/properti/rumah-dijual-2mily-ciputat-244183761,2300000000,"Ciputat, Tangerang Selatan",0,3,2,108,140,,0,2200.0,2,1.0,0.0,1,,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713280294-33,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Rumah 500 Jutaan Dekat  Stasiun Rawabuntu Tol JORR 2,https://www.99.co/id/properti/1004060487,599000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280307-34,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Uniqo Cluster Serpong Hunian Minimalis di Serpong BSD 2 Lantai Unit Terbatas!,https://www.99.co/id/properti/1004060522,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713280311-35,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,"Dijual Rumah Super Murah di Villa Melati Mas, Serpong Utara",https://www.99.co/id/properti/rumah-dijual-1mily-serpong-utara-1003954754,1900000000,"Serpong Utara, Tangerang Selatan",5,3,2,140,180,,0,2200.0,2,1.0,0.0,2,Timur Laut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713280321-36,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,"Dijual Cepat Rumah di Pondok Karya, Pondok Aren",https://www.99.co/id/properti/1004060898,455000000,"Pondok Aren, Tangerang Selatan",3,5,3,100,100,,2,1300.0,2,1.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713280327-37,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Rumah 500 Jutaan Dekat Pondok Aren BSD,https://www.99.co/id/properti/1004061054,599000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280331-38,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Rumah 500 Jutaan Dekat Kedaung Lebak Bulus BSD,https://www.99.co/id/properti/1004061097,599000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280342-39,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Rumah Custom Termurah Uniqo Cluster Dekat Mall Serpong,https://www.99.co/id/properti/1004061157,599000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280346-40,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=74,Rumah Custom Termurah Uniqo Cluster Dekat Stasiun Rawabuntu,https://www.99.co/id/properti/1004061206,599000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2202.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280363-61,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Rumah Custom Termurah Uniqo Cluster Dekat Pondok Aren BSD,https://www.99.co/id/properti/1004061296,599000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280371-62,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Rumah Minimalis Siap Huni Semi Furnished di mahagoni althia Graha Bintaro Jaya,https://www.99.co/id/properti/rumah-dijual-2mily-pondok-aren-1001151740,2700000000,"Pondok Aren, Tangerang Selatan",3,3,1,130,100,,2,2200.0,2,1.0,0.0,1,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280382-63,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Rumah Mewah 3 Lantai 9x16 4 Kamar Tidur Siap Huni Di Bsd Tangerang,https://www.99.co/id/properti/1004061829,5980000000,"Serpong Utara, Tangerang Selatan",5,4,3,190,177,,0,4400.0,2,2.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280393-64,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Dijual Rumah 2 lantai berada di Lokasi Premium Senayan Bintaro Jaya Sektor 9,https://www.99.co/id/properti/1004061877,4400000000,"Bintaro Jaya Sektor 9, Pondok Aren, Tangerang Selatan",3,4,3,306,161,Bintaro Jaya Sektor 9,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280404-65,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Rumah Mewah 3 Lantai 9x16 4 Kamar Tidur Siap Huni Di Bsd Tangerang,https://www.99.co/id/properti/1004062120,5980000000,"Serpong, Tangerang Selatan",4,4,2,190,177,,0,4400.0,3,2.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280417-66,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Rumah Custom Termurah Uniqo Cluster Dekat Alam Sutera Pamulang Bintaro,https://www.99.co/id/properti/1004062207,599000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280427-67,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Dijual Rumah  Brand New  Minimalis Modern di Discovery Bintaro Jaya Sektor 9,https://www.99.co/id/properti/1004062161,4750000000,"Bintaro Jaya Sektor 9, Pondok Aren, Tangerang Selatan",3,4,4,195,360,Bintaro Jaya Sektor 9,0,3500.0,2,2.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280438-68,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Rumah Mewah 3 Lantai 9x16 4 Kamar Tidur Siap Huni Di Bsd Tangerang,https://www.99.co/id/properti/1004062254,5980000000,"Serpong, Tangerang Selatan",4,4,3,190,177,,0,4400.0,2,2.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280449-69,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Rumah dalam Cluster dijual di  Pondok Pucung Pndok Aren SHM,https://www.99.co/id/properti/rumah-dijual-1mily-pondok-aren-1003904528,1590000000,"Green Grass Residence, Pondok Aren, Tangerang Selatan",3,2,2,130,130,Green Grass Residence,0,2198.0,1,2.0,0.0,2,,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
1713280463-70,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Huniah Idaman Tangsel,https://www.99.co/id/properti/rumah-dijual-883jt-pamulang-1004062692,883000000,"Pamulang, Tangerang Selatan",2,3,2,60,67,,0,2200.0,2,1.0,0.0,2,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280473-71,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Dijual Rumah 2 lantai Siap Huni  Baru Renovasi - Bintaro Sektor 3A,https://www.99.co/id/properti/1004064892,6600000000,"Ciputat Timur, Tangerang Selatan",1,5,3,277,283,,0,6600.0,2,2.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280485-72,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,"""RUMAH MURAH DI BINTARO"", 2 LANGKAH KE TRANSMART GRAHA RAYA",https://www.99.co/id/properti/1004065115,874000000,"Paku Jaya Permai, Pondok Aren, Tangerang Selatan",3,3,2,70,65,Paku Jaya Permai,0,2200.0,2,1.0,1.0,2,,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280495-73,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,"""RUMAH MURAH DI BINTARO"", 2 LANGKAH KE TRANSMART GRAHA RAYA",https://www.99.co/id/properti/1004065294,875000000,"Paku Jaya Permai, Pondok Aren, Tangerang Selatan",3,3,2,70,65,Paku Jaya Permai,0,2200.0,2,1.0,1.0,2,,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280505-74,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,"Dijual Cepat !! Rumah LUX Bagus ada Pool di Jombang Banten , Bisa Nego",https://www.99.co/id/properti/1004065168,7300000000,"Pondok Aren, Tangerang Selatan",3,5,6,892,500,,0,16500.0,1,0.0,8.0,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713280517-75,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,"""RUMAH MURAH DI BINTARO"", 2 LANGKAH KE TRANSMART GRAHA RAYA",https://www.99.co/id/properti/1004065843,870000000,"Paku Jaya Permai, Pondok Aren, Tangerang Selatan",3,3,2,70,65,Paku Jaya Permai,0,2200.0,2,1.0,1.0,2,,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280528-76,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,"Kostan 4 kamar samping kawasan Niaga Bintaro,Pondok Aren. LT.36 Lb.72",https://www.99.co/id/properti/rumah-dijual-400jt-pondok-aren-1004066095,400000000,"Pondok Aren, Tangerang Selatan",3,4,4,36,72,,0,1300.0,2,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713280538-77,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Rumah posisi hook terawat dalam komplek pondok aren Bintaro Tangerang Selatan,https://www.99.co/id/properti/rumah-dijual-1mily-pondok-aren-1004066171,1300000000,"Pondok Aren, Tangerang Selatan",3,5,2,120,200,,0,2200.0,2,1.0,0.0,2,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280550-78,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Rumah Jual Cepat Aman dan Nyaman di Ciputat Tangerang Selatan,https://www.99.co/id/properti/1004067331,2500000000,"Ciputat, Tangerang Selatan",0,6,5,246,320,,0,2196.0,2,2.0,0.0,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713280561-79,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,Rumah mewah murah 3KT 2KM bebas banjir di pamulang tangerang selatan,https://www.99.co/id/properti/1004067736,800000000,"Pamulang, Tangerang Selatan",2,3,2,60,67,,0,2200.0,2,1.0,0.0,2,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713280571-80,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=73,"Dijual RUMAH KOST SERPONG SHM 900 meter Kampus UNPAM, 8 Kamar Fully Furnished AUTOPILOT TERSEWA dekat GIS RS MALL TOLL",https://www.99.co/id/properti/rumah-dijual-1mily-serpong-1004068436,1910000000,"Serpong, Tangerang Selatan",4,8,8,74,130,,0,1300.0,2,2.0,0.0,0,,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0
1713200661-1116,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=72,The Gramercy At Alam Sutera Perfect Living For Your Family KPR Dp Cicil 15x,https://www.99.co/id/properti/rumah-dijual-26mily-serpong-utara-1003738783,2670000000,"Serpong Utara, Tangerang Selatan",5,5,6,600,568,,2,2200.0,2,2.0,2.0,2,,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200669-1117,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=72,The Gramercy Rumah Sultan Terbaru Di Alam Sutera KPR Dp Cicil 15x,https://www.99.co/id/properti/rumah-dijual-14mily-serpong-utara-1003738797,1480000000,"Serpong Utara, Tangerang Selatan",5,4,5,312,398,,2,2200.0,2,2.0,2.0,2,,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200678-1118,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=72,The Gramercy At Alam Sutera Rumah Mewah KPR Dp Bisa Di Cicil 15x,https://www.99.co/id/properti/rumah-dijual-14mily-serpong-utara-1003738824,1480000000,"Serpong Utara, Tangerang Selatan",5,4,5,312,398,,2,5500.0,2,2.0,2.0,2,,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200688-1119,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=72,Rumah Mewah Terbaru Di Alam Sutera The Gramercy KPR Dp Cicil 15x,https://www.99.co/id/properti/rumah-dijual-14mily-serpong-utara-1003738837,1480000000,"Serpong Utara, Tangerang Selatan",5,4,5,312,398,,2,5500.0,2,2.0,2.0,2,,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200699-1120,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=72,Dijual Cepat Rumah Siap Huni Murah Tanah 144 Meter-Hanya 800Jt-an,https://www.99.co/id/properti/rumah-dijual-890jt-pamulang-1003778077,890000000,"Pamulang, Tangerang Selatan",2,4,2,144,110,,0,2200.0,1,1.0,1.0,1,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200709-1121,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=72,Uniqo Cluster Serpong Rumah Murah di Serpong Tanpa BI Checking Tanpa Bunga 2 Lantai,https://www.99.co/id/properti/rumah-dijual-600jt-serpong-1003825162,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
